date,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,Market,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,MW1,MW2,MW3,MW4,MW5,MW6,MW7,MW8,MW9,MW10,MW11,MW12,MW13,MW14,MW15,MW16,MW17,MW18,MW19,MW20,MW21,MW22,MW23,MW24,MW25,SENT
196312,-2.6414,-1.3452,-1.2326,-1.9432,-1.4271,-1.1645,-1.0463,0.7343,0.6001,-0.1688,-0.1273,1.3503,0.4001,1.3068,0.1765,-0.4105,0.9359,1.4143,3.0004,5.8598,2.3378,2.0315,1.8568,2.2839,1.8408,1.902236032,0.002448173,0.001943659,0.002783328,0.003385851,0.003858901,0.003352036,0.004141357,0.004915152,0.005677607,0.005891916,0.0082466,0.008511024,0.009660635,0.009346921,0.006235156,0.033036902,0.029910489,0.025197711,0.011318634,0.009435166,0.386877824,0.274294571,0.063985224,0.054518696,0.031026466,0.000556727,0.000826024,0.001575961,0.002671051,0.003371214,0.002496525,0.00383655,0.005266357,0.005703121,0.005255967,0.007895588,0.01026004,0.011566335,0.011211389,0.00804435,0.034609974,0.033051245,0.023291743,0.014040691,0.010346178,0.37946508,0.209376206,0.138462729,0.047474028,0.029344925,1
196401,3.6847,2.6078,3.9205,3.8486,4.5526,-2.3215,-0.794,3.3379,1.1763,3.9346,-0.0685,0.4072,2.8367,3.563,2.9152,-0.6177,1.5305,0.785,3.3027,3.0373,2.8011,2.8974,1.316,1.7948,1.3235,2.389204416,0.002294904,0.001855944,0.002692223,0.003250789,0.003666143,0.003248307,0.004017058,0.004851007,0.005593263,0.005691541,0.008072262,0.00846611,0.009282759,0.009273033,0.006117989,0.032264858,0.029601029,0.025034777,0.011431208,0.009767059,0.388883323,0.274798547,0.064056256,0.054798067,0.030991543,0.000575606,0.000837486,0.001588081,0.002677351,0.003374023,0.002504182,0.003836445,0.00526137,0.005700992,0.005262249,0.007897864,0.010241425,0.011541176,0.011191441,0.008024371,0.03458836,0.03302348,0.023315471,0.014012611,0.010339515,0.379584968,0.210028544,0.137702615,0.047513665,0.029376709,1
196402,2.6988,2.5947,2.0073,0.0296,4.1942,1.3574,1.4676,2.4004,1.8629,5.8403,-0.1413,2.3485,1.4124,3.4922,3.7522,2.1589,1.3918,2.6031,6.9333,4.3497,1.5694,0.2608,0.9404,3.5875,3.491,1.527472793,0.002322795,0.001860029,0.002729685,0.003294427,0.003743786,0.003098871,0.003894082,0.004895714,0.005527666,0.00577779,0.00788335,0.008299548,0.009320316,0.009379575,0.006149396,0.031323646,0.02933295,0.024651904,0.01153953,0.009812366,0.39057956,0.276245617,0.063285293,0.054438336,0.030613768,0.000594883,0.000849036,0.001600627,0.002684123,0.003377487,0.002510195,0.003834828,0.005256708,0.00569791,0.005269258,0.007897953,0.01022073,0.011516095,0.011172336,0.008004311,0.034556249,0.032992565,0.023334945,0.013985364,0.010332987,0.379726864,0.210702561,0.136928879,0.04754967,0.029403436,1
196403,0.193,1.1981,1.8931,3.2385,2.5121,2.0333,2.8956,3.0458,5.3696,5.8428,-1.122,2.5131,3.6074,5.2444,6.4443,1.6769,2.7114,4.8851,6.8117,0.4118,0.8471,0.4541,3.504,3.3158,-0.1606,1.457365727,0.002358005,0.001884566,0.002645252,0.003252064,0.003852272,0.003104115,0.003900313,0.004859158,0.005551743,0.006029618,0.007772108,0.008375192,0.009326823,0.009567832,0.006289102,0.031592608,0.02933205,0.024911598,0.012147956,0.010104935,0.390973615,0.272601749,0.062868965,0.055472824,0.031225537,0.000614398,0.000860763,0.00161214,0.002690325,0.00338196,0.002516181,0.003833359,0.005251638,0.005695461,0.005278798,0.007896648,0.010200948,0.011491343,0.011155344,0.007985542,0.034527112,0.032961496,0.023356963,0.013965129,0.010329041,0.379873411,0.211333899,0.136155568,0.047596727,0.029435804,1
196404,-1.8527,2.2981,-0.7426,-1.1988,-1.2124,-1.199,-4.1722,0.5169,-1.9036,-0.9457,-2.2592,-1.4013,-0.3297,-1.0532,-1.3121,-2.9891,0.0469,1.7385,-2.9249,-2.5699,-0.0556,1.1846,0.5209,-1.2501,2.1277,0.118332171,0.002331471,0.001878673,0.002652448,0.003304861,0.003876094,0.00311904,0.003947582,0.004929296,0.00575388,0.006278477,0.007562024,0.008453467,0.009505517,0.009911991,0.006578104,0.031644514,0.029670867,0.025704814,0.012776097,0.009996338,0.38879903,0.269888166,0.064197143,0.056526016,0.03071409,0.000633533,0.000872348,0.001623657,0.002697016,0.00338647,0.002522332,0.003832406,0.005247328,0.005695107,0.005290555,0.007893052,0.010182007,0.011468409,0.011142001,0.007969853,0.034499121,0.032934284,0.023387556,0.013951501,0.010323939,0.379994856,0.211935376,0.135400844,0.047654413,0.029462034,1
196405,-1.5118,-1.5745,0.2791,0.0878,1.1697,2.8853,0.1494,2.7552,1.5942,3.4786,-0.8557,1.3788,-0.5474,1.7148,2.2388,0.7842,2.0611,1.1855,1.0843,3.841,1.8127,0.0763,1.1133,3.8945,3.1264,1.362213913,0.002286423,0.001919107,0.00262128,0.003259731,0.003770855,0.003079063,0.003780471,0.004946789,0.005639514,0.006214433,0.007209508,0.008321073,0.009458568,0.009797276,0.006485926,0.030668514,0.029629737,0.026128174,0.012398368,0.009720636,0.388347498,0.27290302,0.064425658,0.055707392,0.031280987,0.000651857,0.000884159,0.00163466,0.002703111,0.003389894,0.002527947,0.003829712,0.005243388,0.00569368,0.005301582,0.007885797,0.010162106,0.011445626,0.011127723,0.007953418,0.034461257,0.032907038,0.023422451,0.013934252,0.010316375,0.380107576,0.212559494,0.134660753,0.047702509,0.029493635,1
196406,1.646,0.2188,1.0075,0.4959,0.6147,0.5834,1.3576,1.5891,0.8354,1.9101,0.5853,1.7993,2.5346,2.2644,0.9404,0.5951,1.1976,0.6628,2.1887,2.8078,0.6767,2.549,0.1461,1.0912,2.1156,1.329224508,0.002231876,0.001869509,0.002599707,0.003226922,0.003775949,0.003137212,0.003743987,0.004893613,0.005659936,0.006354955,0.007069042,0.008337667,0.009294672,0.009843154,0.006550747,0.030570593,0.029875433,0.0261111,0.012369474,0.009983113,0.390067855,0.269345476,0.064192284,0.057058137,0.031837586,0.000669436,0.000895346,0.001645242,0.002708756,0.003393161,0.002534146,0.003826549,0.005238784,0.005692396,0.005313914,0.00787699,0.010142339,0.011420916,0.011113973,0.007937473,0.034422818,0.032882735,0.023456881,0.01391629,0.010311295,0.380240063,0.213138913,0.133925894,0.047764417,0.029531274,1
196407,0.8364,3.298,3.8997,2.3962,4.4378,0.5714,1.7803,3.6145,2.7061,1.9565,2.9114,2.3285,2.7958,2.8894,1.4144,1.2587,2.9925,1.3024,1.4746,2.368,2.2593,0.3931,3.595,1.5781,0.6938,1.775103265,0.0025005,0.001965856,0.002199535,0.003380213,0.00407192,0.003857014,0.004211411,0.005094749,0.004566039,0.005012661,0.007854859,0.007935422,0.008424762,0.00920112,0.007901387,0.026602537,0.02989198,0.026521466,0.015868559,0.008075399,0.388149075,0.261732106,0.079614827,0.060572626,0.024793975,0.000689941,0.000907343,0.001650939,0.002715183,0.00340026,0.002547573,0.00382844,0.005236858,0.005678426,0.005311515,0.007872519,0.010119106,0.011386604,0.011092188,0.00793733,0.034342225,0.032855363,0.023492887,0.013938971,0.010279536,0.380362418,0.213633097,0.133377561,0.047887584,0.029456136,1
196408,1.419,-2.8252,-2.0263,-1.215,-0.7852,-2.1521,-2.4857,-1.6577,0.2525,-2.0935,-2.7225,-0.7068,-0.0929,-0.3922,-2.2174,-1.3619,-0.1592,0.7504,-0.2991,-1.0176,-1.5576,-1.8367,-0.3612,-1.1738,-3.1817,-1.394719616,0.00247939,0.00199762,0.002246779,0.003404985,0.004180477,0.003696078,0.00421781,0.005186632,0.004612039,0.005027938,0.007952514,0.0079869,0.008514911,0.009309353,0.00787914,0.02649984,0.029685497,0.026420233,0.015849628,0.007732256,0.390553469,0.258579309,0.081040034,0.060456779,0.024490388,0.000710175,0.000919675,0.001657157,0.002721826,0.00340864,0.0025592,0.003830379,0.005236024,0.005665124,0.005309084,0.007869124,0.010096377,0.01135329,0.011071664,0.007937059,0.03425998,0.032825491,0.023527564,0.013961524,0.010244074,0.380511731,0.214092905,0.132844157,0.048009624,0.029378152,1
196409,5.1517,2.6858,5.9473,2.4792,3.6945,3.071,2.3484,1.9098,2.0586,4.3764,1.4841,1.8131,3.1426,2.7957,3.3727,2.8474,3.0476,3.9625,4.569,4.0753,2.8053,1.0651,4.0021,4.2315,6.5657,2.713125765,0.002561208,0.001973384,0.002240372,0.003417216,0.004212236,0.003677663,0.004178932,0.005181102,0.00468992,0.00492517,0.007865577,0.008057825,0.00864323,0.009413652,0.007675425,0.026558927,0.030114842,0.027016389,0.016022463,0.007786669,0.390085388,0.257274517,0.081819495,0.06052424,0.024084158,0.000730565,0.000931304,0.001663058,0.00272829,0.003417052,0.002570141,0.003831599,0.005234979,0.005652852,0.00530578,0.007864615,0.010074957,0.011322191,0.011052731,0.007934501,0.034181597,0.032800904,0.023567255,0.013984847,0.010210261,0.380650797,0.21452382,0.132338942,0.048128362,0.029298603,1
196410,1.6106,-0.1793,2.4573,1.6347,3.0551,-1.6346,0.9419,2.2328,0.9183,1.1003,3.1455,3.2072,1.6544,0.8653,2.4151,0.6414,1.007,0.9887,2.8981,3.5567,0.0314,0.8005,0.2791,0.234,3.01,0.613516938,0.002626385,0.001974773,0.002309448,0.003407122,0.004229504,0.003694974,0.004162699,0.005141317,0.004568843,0.005003715,0.007775057,0.007857829,0.008674559,0.009411724,0.0077172,0.026611669,0.030206895,0.026896784,0.015727275,0.007884022,0.391180389,0.25341903,0.082996886,0.061534069,0.02498783,0.000751807,0.000943,0.001669715,0.002734717,0.003425723,0.002581282,0.003832757,0.005233608,0.005639241,0.005303254,0.007859159,0.010051097,0.011291467,0.011033454,0.007932332,0.034103168,0.032777409,0.023605952,0.014004794,0.010177671,0.380799984,0.214918056,0.13184175,0.048259489,0.029229114,1
196411,-0.5883,-0.5208,0.4339,0.3906,0.2652,-1.2601,-0.1598,-0.7332,-0.6574,-2.0394,1.022,0.3107,-0.1876,0.1166,-0.3421,0.368,1.355,-1.1747,-1.1231,-4.9669,0.7511,-0.6569,1.3508,-1.5537,-4.959,-0.037577373,0.002652531,0.001960928,0.002351298,0.003404567,0.004329047,0.003612969,0.004178387,0.005219707,0.004583064,0.005028482,0.007971966,0.008061059,0.008762229,0.00943572,0.007856195,0.026627438,0.030303065,0.026999607,0.016086872,0.008087582,0.389150542,0.254032465,0.082643429,0.061138417,0.025522436,0.000773076,0.000954398,0.001676731,0.002741047,0.003435371,0.002591449,0.003834061,0.005233098,0.005625942,0.005301096,0.007856149,0.010029663,0.01126212,0.01101487,0.007931757,0.034025982,0.032755469,0.023645468,0.014028419,0.010147972,0.380926432,0.215312424,0.131345632,0.048385163,0.029166213,1
196412,-1.7913,-1.5222,-3.0268,-2.9846,-2.0868,1.1382,-0.4877,0.6692,-2.7607,-1.3637,-0.1187,0.2767,-0.5773,-1.9933,-1.0322,0.9247,-0.3037,-1.8498,-1.2651,-1.7522,0.488,1.1115,-1.2602,-1.3773,-1.6439,0.096904848,0.002649789,0.001957285,0.002370929,0.003428398,0.004356931,0.003584262,0.00418423,0.005195787,0.004561074,0.004940285,0.008082946,0.008115682,0.008766249,0.009467015,0.007690515,0.026809506,0.030798235,0.026729229,0.01592477,0.007724814,0.391626186,0.252593042,0.083845906,0.060302949,0.024293988,0.000793823,0.00096551,0.001683767,0.002747362,0.003445097,0.002601023,0.00383538,0.005232234,0.005612595,0.005297918,0.007854457,0.010009211,0.011233527,0.010997045,0.007929294,0.03395261,0.032739291,0.023680969,0.01404947,0.01011499,0.381078999,0.215681581,0.130874466,0.048498634,0.029090748,1
196501,8.1747,6.042,6.5125,6.3956,8.6094,7.5967,4.9779,6.0494,5.3588,5.894,4.9754,5.9251,4.8321,5.7958,6.8304,6.3096,4.0028,4.7584,4.8365,6.3988,4.4397,0.9716,2.5419,3.2552,3.3251,3.491574677,0.002599728,0.00192447,0.002293052,0.003310418,0.004196797,0.003622621,0.004150557,0.005059422,0.004421913,0.004856724,0.008063453,0.008120389,0.008694878,0.009076073,0.007596085,0.027008094,0.030665389,0.026183977,0.01568746,0.007555617,0.393532301,0.255215016,0.082798423,0.059500282,0.023866859,0.000813817,0.000976099,0.001689782,0.002752171,0.003452502,0.002610693,0.003836169,0.005229726,0.005597766,0.005293531,0.00785234,0.009988846,0.011204418,0.010975148,0.007925331,0.033883049,0.032721993,0.023709823,0.014067444,0.010079227,0.381256698,0.216074697,0.130400994,0.048600406,0.029007332,1
196502,1.5631,0.1937,2.4483,2.9606,3.3912,3.0729,3.8992,3.3189,3.2286,3.589,3.5479,4.1317,4.5024,2.9147,3.5834,1.207,3.1185,3.7669,2.8987,0.7496,-0.1129,-0.3379,-0.4269,-0.8341,-1.4896,0.301328402,0.002722136,0.001974124,0.0023627,0.003405586,0.004355762,0.003769155,0.004218461,0.005185488,0.004507612,0.004971509,0.008190576,0.008322433,0.008815383,0.009284166,0.007483131,0.026966775,0.03082821,0.02653292,0.015921043,0.007763587,0.397733489,0.249412849,0.082103238,0.059376294,0.023793374,0.000835415,0.000987365,0.001696576,0.002758013,0.003461704,0.002622045,0.003837648,0.005228402,0.005583314,0.005290274,0.007851413,0.009970168,0.011175996,0.010955085,0.007919842,0.033811653,0.032705791,0.023742737,0.014088307,0.010045146,0.381485805,0.216413167,0.129911183,0.048700174,0.028922776,1
196503,1.3003,1.996,0.934,2.1557,2.9049,1.7332,-2.2856,1.0605,1.5082,0.253,-0.5558,-0.418,-0.6256,0.9659,0.8956,-1.1552,-0.6777,-0.8815,0.0795,0.8887,-1.6823,-1.9375,-2.1649,-1.0755,-0.0109,-1.412057458,0.002765098,0.001975629,0.002404295,0.003464055,0.004443747,0.003883696,0.004377668,0.005348119,0.004639599,0.00513948,0.008474321,0.008652402,0.009196938,0.009535844,0.007731806,0.027260482,0.031754127,0.027452079,0.016330356,0.007812433,0.396281221,0.247643336,0.081392406,0.058637538,0.023403325,0.000857116,0.000998465,0.001703589,0.002764247,0.003471446,0.002634316,0.003840608,0.005228561,0.005570324,0.005288611,0.007853257,0.009955455,0.011151748,0.010937691,0.007916789,0.033744879,0.032700147,0.023785015,0.014112634,0.010010198,0.381701152,0.216726526,0.129426147,0.048788511,0.028832568,1
196504,3.7573,4.0988,4.1902,4.1408,4.3272,-0.1593,4.7246,3.5164,4.5101,4.8331,2.1842,2.8088,3.5754,3.4169,5.5995,2.3099,2.887,4.1919,4.0812,2.4051,4.2741,1.5641,1.8559,1.8952,4.1372,3.095982932,0.002845868,0.00204371,0.002460208,0.003584566,0.004557519,0.00400842,0.004332556,0.005479679,0.004769991,0.005103942,0.008544829,0.008731272,0.009044135,0.009749427,0.007899059,0.027319785,0.031954889,0.027574737,0.01655982,0.007990637,0.395581602,0.246378742,0.080861939,0.058909645,0.023713021,0.000878981,0.001009952,0.001711129,0.002771807,0.003482472,0.002647572,0.003843187,0.005230366,0.005559261,0.005286497,0.007856014,0.009942273,0.011126934,0.01092348,0.00791598,0.033680702,0.032696727,0.023827153,0.014138755,0.009978777,0.38189993,0.217015055,0.128949275,0.048878461,0.02874926,1
196505,-0.7633,-2.9127,-1.0466,-1.1071,-1.5028,0.7458,-1.0226,-1.475,-0.1982,-2.3724,-0.3316,-0.0576,-1.3339,-1.1195,-0.3356,-1.2713,-0.2743,-1.3289,-0.6714,-4.3919,-1.0492,0.5249,-0.3901,-0.6632,-3.8782,-0.654883824,0.002863762,0.002064038,0.002484374,0.003620093,0.004609457,0.00388053,0.004401996,0.00549607,0.004834823,0.005189038,0.008470672,0.008704568,0.009082818,0.009775893,0.008084438,0.027112654,0.031861703,0.027864898,0.016724298,0.007926541,0.400198239,0.2428203,0.079884447,0.058156392,0.023887957,0.000901369,0.001021828,0.001718966,0.002779768,0.00349417,0.002659586,0.00384649,0.005232217,0.005548614,0.005284916,0.007857692,0.009928378,0.011102239,0.010909267,0.007916783,0.033613873,0.032692145,0.023873082,0.014167059,0.009944816,0.38215455,0.217271077,0.128457276,0.048960181,0.028663659,1
196506,-12.9326,-10.7742,-9.7878,-8.2516,-9.8966,-10.7292,-8.9425,-9.2898,-8.7653,-8.6328,-6.8544,-9.5637,-8.856,-9.1317,-8.7765,-6.7008,-7.3196,-8.3506,-9.0117,-8.6529,-4.7806,-4.0123,-5.2842,-3.9544,-5.8177,-5.300222391,0.002873756,0.002024589,0.0024853,0.003613606,0.004581209,0.00395057,0.00439715,0.005463125,0.00486345,0.005109033,0.008321368,0.008781123,0.009034632,0.0095058,0.008124027,0.027009477,0.032069801,0.027714155,0.016742236,0.007654963,0.398694061,0.245684775,0.080013161,0.058127295,0.023161339,0.000923247,0.001032898,0.001726529,0.002787379,0.003505016,0.002671915,0.003849549,0.00523366,0.005538455,0.00528217,0.007857748,0.009915745,0.011077437,0.010892107,0.007917914,0.03354766,0.032690179,0.023915725,0.014194861,0.009908338,0.382386945,0.217549309,0.12798222,0.049040479,0.028572515,1
196507,2.0966,3.2135,3.2735,1.7499,4.1244,3.4663,1.3486,2.6133,3.1451,3.8602,1.2371,4.2116,2.2679,4.0999,4.6353,2.3013,2.8804,3.7097,2.3433,5.9305,1.2145,-0.3122,1.5897,3.5648,4.5139,1.414836105,0.002529224,0.002535961,0.002619614,0.003758364,0.004652673,0.003078563,0.003689994,0.004513512,0.006078553,0.00435194,0.009040782,0.007272091,0.011216359,0.00933661,0.006311265,0.025502408,0.036436522,0.020593782,0.016549553,0.01221209,0.401487753,0.244652673,0.099769806,0.032847731,0.028962176,0.000940225,0.001047174,0.001734585,0.002796285,0.003516458,0.002673424,0.003845678,0.005223962,0.00554188,0.005272614,0.007864901,0.009885983,0.011077806,0.010875442,0.007897763,0.033465163,0.032732482,0.023888446,0.014212141,0.009923356,0.382672983,0.217892654,0.127653565,0.048852057,0.028512973,1
196508,2.3522,5.0887,4.8289,3.8096,3.4123,6.9589,3.9014,4.7065,4.5569,3.741,7.9861,4.2544,7.4011,2.8478,6.2416,3.4637,3.7647,4.7862,2.6662,4.5456,2.9321,0.9663,3.1195,0.7932,1.8356,2.652123812,0.002547252,0.00258182,0.00266808,0.00377219,0.004775641,0.00314116,0.003688848,0.004566363,0.006179408,0.004458366,0.009029235,0.007468569,0.011301377,0.00957982,0.006511746,0.025393336,0.036949245,0.021057193,0.01671397,0.012734906,0.400927752,0.240655786,0.099884703,0.03355381,0.029859427,0.000957334,0.001061976,0.001743244,0.002805412,0.003529283,0.002675641,0.003842025,0.00521509,0.00554653,0.0052644,0.007872383,0.009858491,0.011079308,0.010861596,0.0078805,0.033381279,0.032780572,0.023865664,0.01423185,0.009944738,0.382946012,0.218186706,0.127330126,0.048672197,0.028467645,1
196509,3.1535,5.5727,1.1105,3.6324,2.8879,5.5202,3.4753,2.4056,4.3203,2.6201,2.1638,2.5112,2.9843,4.9529,4.2937,3.1879,3.7115,1.1141,2.5938,3.533,3.6172,1.9925,2.0795,3.2101,2.9058,2.946173629,0.002549628,0.002652266,0.00273003,0.003772997,0.004751579,0.003283423,0.003737947,0.004658907,0.006302357,0.004508425,0.009518108,0.007588268,0.011839532,0.009592773,0.006738329,0.025654569,0.037397556,0.021524662,0.016720529,0.013005363,0.402250942,0.236502378,0.10028561,0.03286815,0.029565674,0.000974623,0.001077444,0.001752511,0.002814603,0.00354193,0.002679336,0.003838716,0.005206984,0.005552418,0.005256719,0.00788439,0.009831956,0.011086195,0.010847645,0.007865814,0.033299559,0.032832772,0.023847289,0.014251439,0.009969722,0.383228162,0.218441866,0.127010893,0.048486453,0.028420561,1
196510,5.78,8.7259,5.7619,5.3344,8.8039,3.7784,7.5561,3.4398,5.578,4.9767,4.3022,4.0004,5.2795,5.4182,4.7418,3.7476,3.0365,2.7769,4.1719,7.7651,2.8284,-0.0959,2.6955,4.1122,4.9127,2.560685588,0.002556236,0.002718484,0.002629863,0.003792786,0.004734664,0.00336565,0.003755932,0.004633122,0.0063784,0.004483409,0.009441861,0.007197688,0.011844584,0.009774322,0.00681858,0.0256984,0.037671386,0.021104814,0.016633189,0.013066425,0.405304813,0.234390204,0.099481831,0.032977639,0.029545716,0.000992119,0.001093698,0.001760832,0.002824,0.003554426,0.002684,0.003835306,0.005198314,0.005559018,0.0052485,0.007895398,0.009800676,0.011092975,0.010835179,0.007851724,0.033217527,0.032887895,0.023824094,0.014269877,0.009994606,0.383546332,0.2186828,0.126680697,0.048299235,0.028370773,1
196511,3.7608,6.3651,2.42,7.4364,6.2506,1.0672,4.8089,4.0689,4.8248,3.5133,2.8719,2.5517,5.1831,2.3699,2.8158,3.4565,2.3228,2.9622,0.6912,5.1146,-0.6537,-2.1738,0.8979,-1.6321,-2.6536,-0.149684282,0.002639757,0.002882135,0.002712975,0.003895793,0.005018644,0.003406289,0.003940431,0.004538792,0.006566463,0.004590472,0.009607019,0.007299471,0.012157083,0.009756105,0.006966965,0.026015581,0.037840197,0.021154369,0.016912226,0.013690247,0.406706925,0.228535325,0.099568624,0.033415089,0.030183023,0.001010578,0.001111695,0.001769894,0.002834213,0.003570002,0.002688976,0.003833719,0.005188365,0.005567553,0.005241298,0.007908073,0.009770362,0.011102912,0.010822215,0.00783939,0.033138154,0.032945602,0.023800916,0.014291124,0.010025865,0.383889996,0.218863676,0.126345881,0.048112922,0.02832662,1
196512,6.8232,6.456,1.8727,3.9164,4.4462,3.7058,3.4795,2.9843,2.3499,7.1588,2.3618,1.0194,3.8788,1.2334,4.9108,1.0555,0.8635,1.3802,3.9918,4.9664,0.6803,-0.5534,0.9869,2.4692,2.3821,0.938375621,0.00275485,0.003082953,0.002788658,0.004116663,0.005340505,0.003464926,0.00414767,0.004738605,0.006909075,0.004769353,0.00993794,0.007515504,0.012822499,0.010013362,0.007183507,0.027055813,0.038870385,0.02186194,0.017063208,0.014467523,0.404248719,0.223788956,0.100644344,0.032969177,0.029443866,0.001029838,0.001131221,0.001779188,0.002846113,0.003588358,0.0026938,0.003834099,0.005180497,0.005578761,0.00523592,0.007923365,0.009741999,0.011119606,0.010811721,0.007829143,0.033071096,0.033011463,0.023785502,0.014311918,0.01006193,0.384214943,0.218995353,0.126029772,0.047925044,0.02826935,-1.845376094
196601,5.1718,6.0341,7.9253,9.2516,8.9001,4.243,5.794,4.2963,4.7873,6.1028,4.0593,2.0881,2.5887,4.3554,5.5654,0.5046,1.3764,4.2204,3.8725,5.7622,-0.7519,-0.949,1.3856,2.6763,2.7711,0.556686859,0.002918372,0.003254186,0.002813065,0.004239235,0.00551315,0.003422083,0.004256629,0.004837509,0.006903686,0.005063589,0.010086585,0.007269565,0.013217873,0.010041448,0.00746125,0.027098362,0.038893687,0.021962405,0.017583115,0.015042014,0.404162891,0.220870671,0.099649764,0.033541094,0.029897772,0.001050632,0.001152368,0.001788526,0.002859125,0.003608314,0.002697854,0.003835331,0.005173607,0.005589584,0.00523366,0.007940536,0.009711473,0.011140299,0.01080111,0.007822249,0.033004739,0.033076528,0.023771053,0.014337689,0.010104128,0.384533526,0.219095544,0.125705592,0.047746876,0.028219655,-1.807107965
196602,6.5033,5.4887,1.4093,4.2555,5.7896,4.9538,4.3013,1.4809,-0.6062,3.3394,-0.7844,1.005,4.3484,1.3718,3.4738,1.1807,-1.1992,-0.095,0.263,2.1813,-1.6768,-2.6451,-2.0285,-2.3163,-2.0706,-1.317148681,0.003051498,0.003433769,0.003022335,0.004607053,0.005910532,0.00354913,0.004480136,0.005018253,0.007193535,0.00534583,0.010442083,0.007383188,0.013484133,0.010422544,0.007402805,0.027107207,0.039209549,0.022765855,0.018182733,0.015805071,0.399192029,0.217752728,0.100519042,0.034204882,0.030514078,0.001072393,0.001175,0.001799695,0.002875553,0.003631736,0.002702958,0.003838571,0.005168454,0.005603053,0.005234028,0.007961077,0.009682471,0.011163494,0.010794765,0.007813519,0.032939595,0.033143471,0.023765009,0.014368885,0.010152672,0.384800155,0.21916867,0.125396229,0.047576496,0.028172051,-1.79101193
196603,1.398,-1.8305,-2.9008,-1.0062,-1.5093,0.0278,-2.3992,-2.4794,-3.694,-1.8807,-2.0177,-5.3239,-2.9237,-3.6536,-4.1793,-0.2622,-1.6223,-3.6743,-2.776,-3.7645,-1.854,-3.8356,-1.4206,-2.5309,-5.4356,-2.482886922,0.003305789,0.003681396,0.003113283,0.004879915,0.006352184,0.003785332,0.004741882,0.005162853,0.00726038,0.005607723,0.010527518,0.007561733,0.014277564,0.010712559,0.007767446,0.027859516,0.039305922,0.02308718,0.018483035,0.016393863,0.397918903,0.214418476,0.099665217,0.033842371,0.030287959,0.001096109,0.001199759,0.001811583,0.002894483,0.003659125,0.002710515,0.003844704,0.005165283,0.005617011,0.005237315,0.007982248,0.009656521,0.01119444,0.010792215,0.007809649,0.032884268,0.033209249,0.023762175,0.014402969,0.010206751,0.385039953,0.219196574,0.125088002,0.047410044,0.028129053,-1.764405787
196604,10.5242,3.7806,5.6793,6.7356,3.3371,2.2516,4.433,3.43,7.2458,8.2254,3.8643,3.1788,3.2522,4.0741,2.2922,3.4679,2.3761,3.2844,4.4865,0.4278,1.7717,1.6603,0.7529,2.0661,1.4593,2.044580726,0.003438649,0.003708451,0.00307107,0.004952993,0.006417191,0.003788899,0.004745356,0.005161318,0.007159262,0.005456436,0.010572474,0.007341765,0.014214807,0.01057444,0.007624052,0.028476395,0.039640969,0.022759744,0.018400919,0.016180442,0.400896351,0.211449209,0.100764304,0.033843972,0.029360532,0.001120341,0.001223728,0.001822435,0.002913307,0.003686075,0.002717652,0.003850149,0.005162027,0.005628856,0.005238982,0.008002392,0.009628767,0.011222884,0.010787859,0.007804298,0.032836012,0.033274867,0.023755904,0.014433948,0.010255717,0.385312456,0.219202418,0.124796118,0.047247276,0.028075532,-1.768424829
196605,-12.7735,-13.6434,-10.8876,-11.3586,-12.0431,-10.0404,-9.9406,-8.872,-10.6349,-9.4592,-6.1762,-7.0457,-8.472,-10.7791,-10.2797,-5.3993,-5.6387,-6.8933,-9.2271,-10.6429,-4.5989,-4.3495,-5.2957,-5.9163,-5.8731,-5.507429647,0.003727763,0.003774278,0.003142456,0.00510026,0.006499445,0.003799776,0.004861974,0.005136584,0.007525894,0.005654398,0.010768002,0.007189639,0.014387111,0.010787076,0.007646484,0.028899888,0.039782315,0.023048167,0.018865681,0.015914104,0.400184205,0.210804548,0.099469131,0.033874997,0.029155821,0.001147686,0.001248393,0.001833536,0.002933546,0.003713825,0.002724856,0.003856385,0.005158128,0.005644198,0.005242446,0.008024592,0.009599055,0.01125299,0.010785279,0.007799181,0.032790963,0.033342427,0.02375177,0.014470212,0.010302619,0.385584282,0.21920366,0.124486638,0.047082582,0.028020751,-1.748150826
196606,-1.1471,-0.5875,1.021,1.0993,-0.1162,1.3873,-0.6148,-0.317,-0.9932,-0.224,0.1326,-0.4667,2.2528,-1.0106,-0.7567,-1.277,-0.7324,-0.6625,2.9678,0.6717,-2.3786,-1.863,-0.9581,0.4759,-1.5702,-1.493773242,0.00345962,0.003466808,0.002973495,0.004805889,0.006078137,0.00363423,0.004527371,0.004960743,0.007137775,0.005264019,0.010728521,0.007085779,0.013731419,0.01020053,0.007270855,0.029034704,0.03981003,0.022759974,0.018152254,0.015105242,0.404259984,0.21311656,0.099702838,0.033671238,0.029061984,0.001170409,0.001267984,0.001841919,0.002949337,0.003735151,0.002729392,0.003858456,0.005152232,0.00565425,0.005241409,0.008043936,0.009569868,0.011273676,0.010776654,0.007790396,0.032749538,0.033405149,0.02374512,0.014494959,0.010335538,0.385891713,0.219234778,0.124202418,0.046924249,0.02796147,-1.71840028
